date,bdi_index,fuel in usd,congestion_score,freight_rate_usd_per_t,bdi_lag_1,bdi_lag_7,bdi_roll_mean_7,bdi_roll_std_7,month,dayofweek
04-11-2021,3231.04,749.67,0.67,58.82,3391.63,4110.28,3604.2057,257.1023,11,3
05-11-2021,3118.83,752.29,0.68,57.63,3231.04,3964.42,3483.4071,258.2953,11,4
06-11-2021,3060.84,748.15,0.72,57.04,3118.83,3848.26,3370.9186,243.9837,11,5
07-11-2021,3046.54,742.3,0.68,56.68,3060.84,3714.46,3275.5014,216.2707,11,6
08-11-2021,2813.69,740.71,0.73,54.2,3046.54,3574.48,3166.8171,231.6009,11,0
09-11-2021,2723.8,743.4,0.72,53.2,2813.69,3505.15,3055.1957,229.6423,11,1
10-11-2021,2731.97,746.42,0.7,53.27,2723.8,3391.63,2960.9586,202.2934,11,2
11-11-2021,2659.42,738.21,0.73,52.43,2731.97,3231.04,2879.2986,190.1047,11,3
12-11-2021,2605.61,733.31,0.67,51.58,2659.42,3118.83,2805.9814,181.0806,11,4
13-11-2021,2557.17,728.9,0.68,51.01,2605.61,3060.84,2734.0286,161.9953,11,5
14-11-2021,2492.89,724.97,0.64,50.11,2557.17,3046.54,2654.9357,111.1677,11,6
15-11-2021,2535.13,736.14,0.73,51.01,2492.89,2813.69,2615.1414,93.2872,11,0
16-11-2021,2373.99,734.46,0.71,49.12,2535.13,2723.8,2565.1686,116.2478,11,1
17-11-2021,2393.76,733.37,0.65,49.15,2373.99,2731.97,2516.8529,105.1179,11,2
18-11-2021,2416.58,728.19,0.66,49.36,2393.76,2659.42,2482.1614,89.0724,11,3
19-11-2021,2341.35,736.05,0.69,48.72,2416.58,2605.61,2444.41,83.8804,11,4
20-11-2021,2397.28,723.93,0.64,49.03,2341.35,2557.17,2421.5686,68.3981,11,5
21-11-2021,2469.29,731.16,0.62,49.87,2397.28,2492.89,2418.1971,64.7828,11,6
22-11-2021,2391.66,724.24,0.67,49.06,2469.29,2535.13,2397.7014,39.3091,11,0
23-11-2021,2394.3,719.78,0.64,48.93,2391.66,2373.99,2400.6029,37.9949,11,1
24-11-2021,2324.51,725.54,0.64,48.23,2394.3,2393.76,2390.71,47.8189,11,2
25-11-2021,2346.6,723.29,0.61,48.36,2324.51,2416.58,2380.7129,48.8138,11,3
26-11-2021,2351.78,721.78,0.58,48.31,2346.6,2341.35,2382.2029,47.555,11,4
27-11-2021,2349.46,718.98,0.64,48.42,2351.78,2397.28,2375.3714,48.4543,11,5
28-11-2021,2412.9,717.08,0.66,49.16,2349.46,2469.29,2367.3157,32.1983,11,6
29-11-2021,2377.94,729.76,0.63,48.86,2412.9,2391.66,2365.3557,30.8591,11,0
30-11-2021,2303.37,721.63,0.67,48.03,2377.94,2394.3,2352.3657,35.4424,11,1
01-12-2021,2357.14,717.76,0.61,48.4,2303.37,2324.51,2357.0271,33.2459,12,2
02-12-2021,2364.29,713.06,0.6,48.38,2357.14,2346.6,2359.5543,32.9926,12,3
03-12-2021,2388.03,716.95,0.63,48.79,2364.29,2351.78,2364.7329,34.3845,12,4
04-12-2021,2403.4,712.96,0.63,48.91,2388.03,2349.46,2372.4386,36.3777,12,5
05-12-2021,2291.3,708.98,0.65,47.66,2403.4,2412.9,2355.0671,42.3753,12,6
06-12-2021,2297.07,705.95,0.6,47.53,2291.3,2377.94,2343.5143,45.9714,12,0
07-12-2021,2275.62,706.05,0.67,47.5,2297.07,2303.37,2339.55,50.9383,12,1
08-12-2021,2315.81,687.48,0.68,47.72,2275.62,2357.14,2333.6457,50.9549,12,2
09-12-2021,2342.42,705.45,0.62,48.09,2315.81,2364.29,2330.5214,49.4099,12,3
10-12-2021,2361.48,700.42,0.66,48.35,2342.42,2388.03,2326.7286,45.0897,12,4
11-12-2021,2314.37,711.05,0.59,47.76,2361.48,2403.4,2314.01,29.834,12,5
12-12-2021,2301.45,701.18,0.65,47.66,2314.37,2291.3,2315.46,28.7741,12,6
13-12-2021,2318.25,693.41,0.65,47.74,2301.45,2297.07,2318.4857,27.608,12,0
14-12-2021,2274.29,698.81,0.65,47.32,2318.25,2275.62,2318.2957,27.9545,12,1
15-12-2021,2392.65,692.31,0.62,48.47,2274.29,2315.81,2329.2729,39.5129,12,2
16-12-2021,2236.06,699.9,0.53,46.55,2392.65,2342.42,2314.0786,52.0694,12,3
17-12-2021,2306.92,698.02,0.6,47.53,2236.06,2361.48,2306.2843,47.6908,12,4
18-12-2021,2379.27,700.92,0.6,48.38,2306.92,2314.37,2315.5557,55.2363,12,5
19-12-2021,2292.06,690.42,0.59,47.22,2379.27,2301.45,2314.2143,55.7476,12,6
20-12-2021,2279.82,694.29,0.62,47.23,2292.06,2318.25,2308.7243,57.1583,12,0
21-12-2021,2268.53,685.85,0.6,46.92,2279.82,2274.29,2307.9014,57.7748,12,1
22-12-2021,2271.08,696.7,0.59,47.08,2268.53,2392.65,2290.5343,44.8883,12,2
23-12-2021,2329.57,695.12,0.58,47.68,2271.08,2236.06,2303.8929,39.5747,12,3
24-12-2021,2177.63,694.48,0.59,46.0,2329.57,2306.92,2285.4229,61.8359,12,4
25-12-2021,2324.5,691.3,0.64,47.75,2177.63,2379.27,2277.5986,50.3873,12,5
26-12-2021,2197.96,693.2,0.59,46.21,2324.5,2292.06,2264.1557,57.8813,12,6
27-12-2021,2238.24,699.45,0.59,46.75,2197.96,2279.82,2258.2157,58.1388,12,0
28-12-2021,2224.49,688.76,0.59,46.44,2238.24,2268.53,2251.9243,59.2097,12,1
29-12-2021,2257.75,690.92,0.61,46.9,2224.49,2271.08,2250.02,58.7031,12,2
30-12-2021,2161.79,684.04,0.62,45.76,2257.75,2329.57,2226.0514,54.9412,12,3
31-12-2021,2235.44,685.21,0.51,46.27,2161.79,2177.63,2234.31,50.6249,12,4
01-01-2022,2284.92,690.69,0.63,47.27,2235.44,2324.5,2228.6557,39.9596,1,5
02-01-2022,2132.33,696.68,0.64,45.67,2284.92,2197.96,2219.28,53.6994,1,6
03-01-2022,2169.04,689.87,0.56,45.75,2132.33,2238.24,2209.3943,55.9497,1,0
04-01-2022,2106.81,690.94,0.56,45.06,2169.04,2224.49,2192.5829,67.2055,1,1
05-01-2022,2114.28,691.19,0.57,45.18,2106.81,2257.75,2172.0871,65.8832,1,2
06-01-2022,2060.86,691.91,0.56,44.56,2114.28,2161.79,2157.6686,78.3728,1,3
07-01-2022,1995.3,698.17,0.59,44.01,2060.86,2235.44,2123.3629,90.3057,1,4
08-01-2022,1991.47,690.01,0.52,43.64,1995.3,2284.92,2081.4414,68.2201,1,5
09-01-2022,1989.87,707.59,0.54,43.93,1991.47,2132.33,2061.09,71.6709,1,6
10-01-2022,1872.12,698.88,0.61,42.7,1989.87,2169.04,2018.6729,83.9467,1,0
11-01-2022,1852.26,709.06,0.53,42.38,1872.12,2106.81,1982.3086,93.9422,1,1
12-01-2022,1736.44,700.31,0.6,41.17,1852.26,2114.28,1928.3314,112.243,1,2
13-01-2022,1697.16,713.95,0.57,40.83,1736.44,2060.86,1876.3743,124.2112,1,3
14-01-2022,1690.55,716.74,0.5,40.59,1697.16,1995.3,1832.8386,128.8995,1,4
15-01-2022,1670.06,717.97,0.57,40.59,1690.55,1991.47,1786.9229,119.9066,1,5
16-01-2022,1588.46,713.0,0.54,39.51,1670.06,1989.87,1729.5786,101.1986,1,6
17-01-2022,1523.48,723.18,0.52,38.87,1588.46,1872.12,1679.7729,105.0724,1,0
18-01-2022,1488.38,717.97,0.54,38.46,1523.48,1852.26,1627.79,95.0484,1,1
19-01-2022,1415.2,726.49,0.55,37.79,1488.38,1736.44,1581.8986,110.1913,1,2
20-01-2022,1426.15,737.15,0.55,38.07,1415.2,1697.16,1543.1829,110.5537,1,3
21-01-2022,1399.89,738.99,0.56,37.83,1426.15,1690.55,1501.66,100.0662,1,4
22-01-2022,1338.96,737.58,0.54,37.07,1399.89,1670.06,1454.36,84.1934,1,5
23-01-2022,1315.94,734.89,0.48,36.59,1338.96,1588.46,1415.4286,74.273,1,6
24-01-2022,1316.49,747.66,0.51,36.87,1315.94,1523.48,1385.8586,64.6683,1,0
25-01-2022,1289.43,747.05,0.61,36.85,1316.49,1488.38,1357.4371,55.114,1,1
26-01-2022,1294.46,736.08,0.54,36.55,1289.43,1415.2,1340.1886,52.8714,1,2
27-01-2022,1346.65,757.91,0.59,37.59,1294.46,1426.15,1328.8314,37.6868,1,3
28-01-2022,1296.57,756.54,0.56,36.92,1346.65,1399.89,1314.0714,22.3169,1,4
29-01-2022,1301.68,767.79,0.53,37.05,1296.57,1338.96,1308.7457,19.68,1,5
30-01-2022,1305.39,757.83,0.53,36.95,1301.68,1315.94,1307.2386,19.4397,1,6
31-01-2022,1352.07,749.31,0.52,37.32,1305.39,1316.49,1312.3214,25.8549,1,0
01-02-2022,1345.84,775.14,0.48,37.49,1352.07,1289.43,1320.38,26.3177,2,1
02-02-2022,1352.81,780.02,0.53,37.79,1345.84,1294.46,1328.7157,25.9782,2,2
03-02-2022,1422.81,772.61,0.57,38.59,1352.81,1346.65,1339.5957,44.2581,2,3
04-02-2022,1449.07,782.23,0.52,38.87,1422.81,1296.57,1361.3814,55.6234,2,4
05-02-2022,1422.76,811.28,0.55,39.08,1449.07,1301.68,1378.6786,52.7138,2,5
06-02-2022,1416.41,797.38,0.57,38.87,1422.76,1305.39,1394.5386,42.7476,2,6
07-02-2022,1521.99,809.75,0.52,40.08,1416.41,1352.07,1418.8129,59.5536,2,0
08-02-2022,1507.07,806.65,0.54,39.93,1521.99,1345.84,1441.8457,57.779,2,1
09-02-2022,1580.67,803.17,0.52,40.64,1507.07,1352.81,1474.3971,63.1903,2,2
10-02-2022,1536.13,821.77,0.53,40.44,1580.67,1422.81,1490.5857,62.2807,2,3
11-02-2022,1654.27,827.28,0.53,41.84,1536.13,1449.07,1519.9,83.9911,2,4
12-02-2022,1628.57,832.6,0.54,41.66,1654.27,1422.76,1549.3014,80.2589,2,5
13-02-2022,1725.15,840.78,0.62,43.09,1628.57,1416.41,1593.4071,79.8898,2,6
14-02-2022,1742.09,849.67,0.55,43.2,1725.15,1521.99,1624.85,89.796,2,0
15-02-2022,1750.81,853.21,0.59,43.47,1742.09,1507.07,1659.67,83.5531,2,1
16-02-2022,1808.57,851.9,0.57,44.03,1750.81,1580.67,1692.2271,91.6489,2,2
17-02-2022,1886.07,870.34,0.63,45.34,1808.57,1536.13,1742.2186,87.6659,2,3
18-02-2022,1908.33,859.69,0.64,45.47,1886.07,1654.27,1778.5129,97.2531,2,4
19-02-2022,1967.19,865.19,0.63,46.18,1908.33,1628.57,1826.8871,94.4146,2,5
20-02-2022,2059.73,891.12,0.62,47.55,1967.19,1725.15,1874.6843,116.446,2,6
21-02-2022,1974.15,895.7,0.61,46.63,2059.73,1742.09,1907.8357,104.8627,2,0
22-02-2022,2134.1,897.79,0.59,48.39,1974.15,1750.81,1962.5914,109.1851,2,1
23-02-2022,2119.95,894.13,0.69,48.48,2134.1,1808.57,2007.0743,98.9245,2,2
24-02-2022,2123.06,904.98,0.61,48.43,2119.95,1886.07,2040.93,90.8327,2,3
25-02-2022,2146.92,914.0,0.66,48.97,2123.06,1908.33,2075.0143,76.4008,2,4
26-02-2022,2233.07,909.8,0.67,49.91,2146.92,1967.19,2112.9971,79.874,2,5
27-02-2022,2319.02,921.57,0.63,50.92,2233.07,2059.73,2150.0386,106.6792,2,6
28-02-2022,2315.56,937.23,0.68,51.25,2319.02,1974.15,2198.8114,89.5281,2,0
01-03-2022,2423.91,948.19,0.68,52.62,2315.56,2134.1,2240.2129,117.3136,3,1
02-03-2022,2334.93,939.25,0.71,51.59,2423.91,2119.95,2270.9243,108.3826,3,2
03-03-2022,2433.72,952.85,0.65,52.71,2334.93,2123.06,2315.3043,101.1041,3,3
04-03-2022,2414.0,937.01,0.63,52.2,2433.72,2146.92,2353.4586,73.6315,3,4
05-03-2022,2520.11,960.85,0.66,53.82,2414.0,2233.07,2394.4643,75.32,3,5
06-03-2022,2576.74,953.59,0.69,54.44,2520.11,2319.02,2431.2814,93.1689,3,6
07-03-2022,2547.71,965.8,0.68,54.26,2576.74,2315.56,2464.4457,86.1663,3,0
08-03-2022,2474.58,964.89,0.67,53.39,2547.71,2423.91,2471.6843,84.3016,3,1
09-03-2022,2632.92,980.12,0.63,55.26,2474.58,2334.93,2514.2543,78.7933,3,2
10-03-2022,2669.57,965.81,0.71,55.71,2632.92,2433.72,2547.9471,88.4506,3,3
11-03-2022,2691.28,979.91,0.75,56.27,2669.57,2414.0,2587.5586,80.1666,3,4
12-03-2022,2752.56,974.87,0.71,56.77,2691.28,2520.11,2620.7657,94.4433,3,5
13-03-2022,2658.82,977.48,0.72,55.79,2752.56,2576.74,2632.4914,93.1528,3,6
14-03-2022,2760.39,978.56,0.72,56.94,2658.82,2547.71,2662.8743,95.5449,3,0
15-03-2022,2800.43,974.44,0.71,57.3,2760.39,2474.58,2709.4243,62.0101,3,1
16-03-2022,2667.88,982.02,0.73,55.98,2800.43,2632.92,2714.4186,55.9314,3,2
17-03-2022,2786.53,982.69,0.72,57.29,2667.88,2669.57,2731.1271,57.7413,3,3
18-03-2022,2759.73,986.11,0.7,56.98,2786.53,2691.28,2740.9057,55.6258,3,4
19-03-2022,2795.24,985.9,0.68,57.31,2759.73,2752.56,2747.0029,59.3317,3,5
20-03-2022,2831.23,992.54,0.7,57.87,2795.24,2658.82,2771.6329,51.9504,3,6
21-03-2022,2803.02,994.53,0.72,57.64,2831.23,2760.39,2777.7229,52.9027,3,0
22-03-2022,2807.37,979.92,0.7,57.42,2803.02,2800.43,2778.7143,53.4613,3,1
23-03-2022,2857.72,996.07,0.72,58.28,2807.37,2667.88,2805.8343,31.5115,3,2
24-03-2022,2813.74,980.75,0.73,57.6,2857.72,2786.53,2809.7214,30.3917,3,3
25-03-2022,2827.39,995.75,0.74,57.99,2813.74,2759.73,2819.3871,21.217,3,4
26-03-2022,2932.93,996.93,0.75,59.22,2827.39,2795.24,2839.0571,45.2797,3,5
27-03-2022,2850.95,977.75,0.72,57.94,2932.93,2831.23,2841.8743,45.325,3,6
28-03-2022,2959.76,994.57,0.68,59.28,2850.95,2803.02,2864.2657,59.4473,3,0
29-03-2022,2962.57,990.99,0.71,59.35,2959.76,2807.37,2886.4371,63.4947,3,1
30-03-2022,2859.72,989.55,0.72,58.21,2962.57,2857.72,2886.7229,63.3483,3,2
31-03-2022,2928.44,1007.22,0.66,59.05,2859.72,2813.74,2903.1086,55.6962,3,3
01-04-2022,3041.65,992.08,0.76,60.4,2928.44,2827.39,2933.7171,65.2108,4,4
02-04-2022,2937.76,991.69,0.73,59.14,3041.65,2932.93,2934.4071,65.2266,4,5
03-04-2022,2978.26,999.55,0.73,59.71,2937.76,2850.95,2952.5943,55.0297,4,6
04-04-2022,3041.1,1005.23,0.76,60.58,2978.26,2959.76,2964.2143,64.5579,4,0
05-04-2022,3071.23,999.4,0.71,60.69,3041.1,2962.57,2979.7371,76.1242,4,1
06-04-2022,3027.11,1010.65,0.74,60.44,3071.23,2859.72,3003.65,55.6875,4,2
07-04-2022,3020.24,1006.32,0.72,60.24,3027.11,2928.44,3016.7643,44.7612,4,3
08-04-2022,3143.6,985.34,0.72,61.33,3020.24,3041.65,3031.3286,65.8339,4,4
09-04-2022,3173.32,999.29,0.71,61.83,3143.6,2937.76,3064.98,70.1001,4,5
10-04-2022,3143.14,999.74,0.78,61.71,3173.32,2978.26,3088.5343,63.4943,4,6
11-04-2022,3105.02,1008.81,0.72,61.23,3143.14,3041.1,3097.6657,60.0378,4,0
12-04-2022,3066.35,984.53,0.75,60.54,3105.02,3071.23,3096.9686,60.423,4,1
13-04-2022,3076.13,1026.84,0.68,61.04,3066.35,3027.11,3103.9714,53.411,4,2
14-04-2022,3163.28,1011.25,0.77,62.06,3076.13,3020.24,3124.4057,42.2296,4,3
15-04-2022,3168.29,1008.81,0.77,62.09,3163.28,3143.6,3127.9329,45.0377,4,4
16-04-2022,3234.83,1017.77,0.74,62.87,3168.29,3173.32,3136.72,59.1564,4,5
17-04-2022,3202.7,1027.76,0.73,62.62,3234.83,3143.14,3145.2286,64.2939,4,6
18-04-2022,3089.92,1016.48,0.75,61.26,3202.7,3105.02,3143.0714,66.0959,4,0
19-04-2022,3246.17,1017.69,0.81,63.2,3089.92,3066.35,3168.76,66.2518,4,1
20-04-2022,3138.22,1011.64,0.68,61.52,3246.17,3076.13,3177.63,54.9809,4,2
21-04-2022,3183.04,1009.99,0.76,62.24,3138.22,3163.28,3180.4529,54.6275,4,3
22-04-2022,3229.02,1007.82,0.71,62.57,3183.04,3168.29,3189.1286,57.1386,4,4
23-04-2022,3339.46,1005.5,0.74,63.87,3229.02,3234.83,3204.0757,80.1415,4,5
24-04-2022,3413.5,1007.12,0.73,64.69,3339.46,3202.7,3234.19,112.5792,4,6
25-04-2022,3276.6,1002.23,0.73,63.09,3413.5,3089.92,3260.8586,93.1404,4,0
26-04-2022,3238.89,1013.03,0.74,62.85,3276.6,3246.17,3259.8186,93.3721,4,1
27-04-2022,3289.12,1000.43,0.71,63.14,3238.89,3138.22,3281.3757,76.5174,4,2
28-04-2022,3317.87,1016.08,0.77,63.86,3289.12,3183.04,3300.6371,63.5011,4,3
29-04-2022,3254.46,1014.66,0.69,62.89,3317.87,3229.02,3304.2714,59.3088,4,4
30-04-2022,3386.77,1016.55,0.76,64.61,3254.46,3339.46,3311.03,66.2737,4,5
01-05-2022,3301.51,1011.5,0.73,63.5,3386.77,3413.5,3295.0314,48.5663,5,6
02-05-2022,3324.28,1041.13,0.71,64.11,3301.51,3276.6,3301.8429,48.8929,5,0
03-05-2022,3340.93,1027.54,0.75,64.23,3324.28,3238.89,3316.42,41.6741,5,1
04-05-2022,3332.78,1006.69,0.7,63.69,3340.93,3289.12,3322.6571,40.1465,5,2
05-05-2022,3363.76,1019.03,0.75,64.36,3332.78,3317.87,3329.2129,42.8877,5,3
06-05-2022,3282.59,1012.49,0.7,63.21,3363.76,3254.46,3333.2314,35.376,5,4
07-05-2022,3291.52,1009.47,0.76,63.45,3282.59,3386.77,3319.6243,29.1152,5,5
08-05-2022,3264.15,1007.09,0.72,62.99,3291.52,3301.51,3314.2871,35.6745,5,6
09-05-2022,3361.34,1021.78,0.73,64.31,3264.15,3324.28,3319.5814,39.9039,5,0
10-05-2022,3386.34,1012.94,0.76,64.56,3361.34,3340.93,3326.0686,47.0112,5,1
11-05-2022,3371.32,1026.6,0.73,64.49,3386.34,3332.78,3331.5743,50.0845,5,2
12-05-2022,3448.61,1027.02,0.75,65.42,3371.32,3363.76,3343.6957,66.688,5,3
13-05-2022,3350.99,1030.31,0.7,64.23,3448.61,3282.59,3353.4671,61.0118,5,4
14-05-2022,3395.0,1012.32,0.77,64.68,3350.99,3291.52,3368.25,55.8158,5,5
15-05-2022,3291.61,1023.3,0.8,63.76,3395.0,3264.15,3372.1729,47.6473,5,6
16-05-2022,3336.82,1024.72,0.83,64.38,3291.61,3361.34,3368.67,49.4439,5,0
17-05-2022,3404.63,1015.81,0.75,64.77,3336.82,3386.34,3371.2829,50.9923,5,1
18-05-2022,3415.91,1013.48,0.77,64.93,3404.63,3371.32,3377.6529,53.7104,5,2
19-05-2022,3348.29,1032.99,0.7,64.23,3415.91,3448.61,3363.3214,44.1557,5,3
20-05-2022,3363.02,1021.77,0.79,64.51,3348.29,3350.99,3365.04,43.8286,5,4
21-05-2022,3276.24,1025.15,0.77,63.53,3363.02,3395.0,3348.0743,52.4384,5,5
22-05-2022,3347.17,1013.28,0.74,64.06,3276.24,3291.61,3356.0114,46.3147,5,6
23-05-2022,3422.99,1010.05,0.79,65.02,3347.17,3336.82,3368.3214,51.5224,5,0
24-05-2022,3403.16,1015.33,0.74,64.72,3422.99,3404.63,3368.1114,51.3525,5,1
25-05-2022,3396.49,1018.89,0.74,64.69,3403.16,3415.91,3365.3371,48.801,5,2
26-05-2022,3365.65,1011.11,0.76,64.3,3396.49,3348.29,3367.8171,48.2281,5,3
27-05-2022,3358.2,1019.54,0.72,64.22,3365.65,3363.02,3367.1286,48.3423,5,4
28-05-2022,3311.73,1005.65,0.78,63.68,3358.2,3276.24,3372.1986,37.9697,5,5
29-05-2022,3386.14,1010.03,0.72,64.39,3311.73,3347.17,3377.7657,36.5175,5,6
30-05-2022,3360.58,1024.34,0.71,64.28,3386.14,3422.99,3368.85,30.8081,5,0
31-05-2022,3354.75,1023.45,0.72,64.23,3360.58,3403.16,3361.9343,27.0237,5,1
01-06-2022,3282.71,1014.95,0.77,63.45,3354.75,3396.49,3345.68,35.6246,6,2
02-06-2022,3173.71,1009.43,0.72,62.01,3282.71,3365.65,3318.26,72.4874,6,3
03-06-2022,3353.07,1008.89,0.7,63.95,3173.71,3358.2,3317.5271,72.0409,6,4
04-06-2022,3245.24,1013.71,0.72,62.87,3353.07,3311.73,3308.0286,77.1358,6,5
05-06-2022,3207.09,1021.44,0.74,62.61,3245.24,3386.14,3282.45,76.6017,6,6
06-06-2022,3281.29,1023.16,0.7,63.35,3207.09,3360.58,3271.1229,68.5637,6,0
07-06-2022,3200.22,1010.96,0.7,62.26,3281.29,3354.75,3249.0471,61.6823,6,1
08-06-2022,3265.2,1004.97,0.79,63.18,3200.22,3282.71,3246.5457,60.432,6,2
09-06-2022,3219.56,1015.81,0.7,62.55,3265.2,3173.71,3253.0957,53.2839,6,3
10-06-2022,3202.29,1006.22,0.71,62.25,3219.56,3353.07,3231.5557,32.5924,6,4
11-06-2022,3064.38,1007.93,0.71,60.73,3202.29,3245.24,3205.7186,70.0727,6,5
12-06-2022,3187.02,1022.04,0.71,62.3,3064.38,3207.09,3202.8514,70.417,6,6
13-06-2022,3110.03,1017.16,0.73,61.43,3187.02,3281.29,3178.3857,68.3429,6,0
14-06-2022,3050.72,1010.88,0.74,60.71,3110.03,3200.22,3157.0286,82.3139,6,1
15-06-2022,3053.85,998.43,0.7,60.45,3050.72,3265.2,3126.8357,74.4054,6,2
16-06-2022,2923.5,1009.45,0.67,59.05,3053.85,3219.56,3084.5414,94.3777,6,3
17-06-2022,3015.39,1015.33,0.74,60.38,2923.5,3202.29,3057.8414,81.004,6,4
18-06-2022,2911.02,1002.75,0.7,58.91,3015.39,3064.38,3035.9329,97.9147,6,5
19-06-2022,2866.35,1015.59,0.75,58.74,2911.02,3187.02,2990.1229,90.1526,6,6
20-06-2022,2829.41,1014.05,0.63,57.95,2866.35,3110.03,2950.0343,90.3384,6,0
21-06-2022,2937.41,1015.91,0.69,59.36,2829.41,3050.72,2933.8471,78.6911,6,1
22-06-2022,2817.46,1003.89,0.74,58.0,2937.41,3053.85,2900.0771,68.6976,6,2
23-06-2022,2896.99,1004.99,0.67,58.69,2817.46,2923.5,2896.29,67.9174,6,3
24-06-2022,2761.15,1010.42,0.67,57.25,2896.99,3015.39,2859.97,61.2653,6,4
25-06-2022,2671.69,1001.48,0.68,56.15,2761.15,2911.02,2825.78,88.6766,6,5
26-06-2022,2669.52,992.67,0.65,55.91,2671.69,2866.35,2797.6614,103.6162,6,6
27-06-2022,2751.55,991.84,0.66,56.85,2669.52,2829.41,2786.5386,103.8189,6,0
28-06-2022,2651.19,996.03,0.65,55.75,2751.55,2937.41,2745.65,89.9297,6,1
29-06-2022,2599.31,982.57,0.64,54.95,2651.19,2817.46,2714.4857,98.3059,6,2
30-06-2022,2598.88,990.35,0.69,55.21,2599.31,2896.99,2671.8986,64.9943,6,3
01-07-2022,2580.36,998.82,0.66,55.03,2598.88,2761.15,2646.0714,59.2871,7,4
02-07-2022,2573.53,971.42,0.65,54.54,2580.36,2671.69,2632.0486,63.6647,7,5
03-07-2022,2552.91,999.48,0.66,54.73,2573.53,2669.52,2615.39,67.3739,7,6
04-07-2022,2437.13,994.79,0.63,53.28,2552.91,2751.55,2570.4729,66.2692,7,0
05-07-2022,2360.06,980.88,0.61,52.16,2437.13,2651.19,2528.8829,93.0948,7,1
06-07-2022,2364.59,987.31,0.61,52.3,2360.06,2599.31,2495.3514,105.0092,7,2
07-07-2022,2357.69,981.58,0.62,52.17,2364.59,2598.88,2460.8957,104.9474,7,3
08-07-2022,2270.84,989.7,0.59,51.22,2357.69,2580.36,2416.6786,111.2408,7,4
09-07-2022,2235.85,986.24,0.6,50.81,2270.84,2573.53,2368.4386,104.9238,7,5
10-07-2022,2252.94,966.07,0.59,50.69,2235.85,2552.91,2325.5857,73.6089,7,6
11-07-2022,2201.13,980.05,0.67,50.55,2252.94,2437.13,2291.8714,67.8235,7,0
12-07-2022,2168.28,972.3,0.52,49.62,2201.13,2360.06,2264.4743,74.1295,7,1
13-07-2022,2101.85,972.97,0.59,49.09,2168.28,2364.59,2226.94,81.1714,7,2
14-07-2022,2086.23,965.07,0.64,48.96,2101.85,2357.69,2188.16,72.6973,7,3
15-07-2022,2024.7,982.67,0.59,48.37,2086.23,2270.84,2152.9971,84.5947,7,4
16-07-2022,2055.48,975.55,0.6,48.64,2024.7,2235.85,2127.23,82.5983,7,5
17-07-2022,2024.33,960.15,0.58,48.01,2055.48,2252.94,2094.5714,68.6225,7,6
18-07-2022,1886.82,953.92,0.55,46.3,2024.33,2201.13,2049.67,87.5093,7,0
19-07-2022,1884.17,959.59,0.5,46.2,1886.82,2168.28,2009.0829,89.1982,7,1
20-07-2022,1830.31,964.24,0.57,45.87,1884.17,2101.85,1970.2914,100.4643,7,2
21-07-2022,1824.37,961.06,0.54,45.67,1830.31,2086.23,1932.8829,98.8382,7,3
22-07-2022,1808.49,967.13,0.53,45.55,1824.37,2024.7,1901.9957,99.1456,7,4
23-07-2022,1730.38,961.88,0.54,44.63,1808.49,2055.48,1855.5529,91.0815,7,5
24-07-2022,1713.67,961.54,0.6,44.61,1730.38,2024.33,1811.1729,67.8638,7,6
25-07-2022,1677.9,954.92,0.61,44.15,1713.67,1886.82,1781.3271,74.6511,7,0
26-07-2022,1681.6,940.14,0.55,43.8,1677.9,1884.17,1752.3886,67.0118,7,1
27-07-2022,1644.38,947.5,0.52,43.4,1681.6,1830.31,1725.8271,67.8221,7,2
28-07-2022,1588.82,955.29,0.5,42.83,1644.38,1824.37,1692.1771,69.2015,7,3
29-07-2022,1582.62,945.14,0.54,42.73,1588.82,1808.49,1659.91,57.6179,7,4
30-07-2022,1530.75,947.59,0.58,42.31,1582.62,1730.38,1631.3914,65.7547,7,5
31-07-2022,1507.43,939.65,0.51,41.72,1530.75,1713.67,1601.9286,68.8747,7,6
01-08-2022,1528.97,932.56,0.44,41.66,1507.43,1677.9,1580.6529,64.3494,8,0
02-08-2022,1489.36,937.64,0.53,41.55,1528.97,1681.6,1553.19,54.3287,8,1
03-08-2022,1391.54,939.13,0.54,40.51,1489.36,1644.38,1517.07,66.3227,8,2
04-08-2022,1416.97,930.16,0.46,40.43,1391.54,1588.82,1492.52,67.1382,8,3
05-08-2022,1388.01,931.56,0.51,40.27,1416.97,1582.62,1464.7186,63.8215,8,4
06-08-2022,1312.92,924.57,0.51,39.33,1388.01,1530.75,1433.6,77.828,8,5
07-08-2022,1333.31,938.16,0.49,39.69,1312.92,1507.43,1408.7257,78.1231,8,6
08-08-2022,1323.67,925.9,0.47,39.35,1333.31,1528.97,1379.3971,62.4152,8,0
09-08-2022,1237.35,937.11,0.52,38.69,1323.67,1489.36,1343.3957,61.083,8,1
10-08-2022,1218.07,935.92,0.47,38.31,1237.35,1391.54,1318.6143,72.43,8,2
11-08-2022,1237.27,922.28,0.44,38.24,1218.07,1416.97,1292.9429,62.9901,8,3
12-08-2022,1198.2,913.71,0.42,37.62,1237.27,1388.01,1265.8271,55.6748,8,4
13-08-2022,1182.25,904.08,0.51,37.58,1198.2,1312.92,1247.16,59.0568,8,5
