date,port,congestion_score,avg_queue_length_vessels,avg_wait_hours,is_synthetic,month,day_of_week,is_monsoon_season
2025-01-05,Rotterdam,0.6242,4,55.2,True,1,6,0
2025-01-06,Rotterdam,0.6669,5,53.4,True,1,0,0
2025-01-07,Rotterdam,0.5109,5,52.2,True,1,1,0
2025-01-08,Rotterdam,0.4127,1,28.2,True,1,2,0
2025-01-09,Rotterdam,0.6163,4,55.8,True,1,3,0
2025-01-10,Rotterdam,0.4306,3,47.5,True,1,4,0
2025-01-11,Rotterdam,0.497,4,44.9,True,1,5,0
2025-01-12,Rotterdam,0.5414,3,44.0,True,1,6,0
2025-01-13,Rotterdam,0.6185,5,49.9,True,1,0,0
2025-01-14,Rotterdam,0.4156,5,42.8,True,1,1,0
2025-01-15,Rotterdam,0.5219,3,39.7,True,1,2,0
2025-01-16,Rotterdam,0.4813,5,61.1,True,1,3,0
2025-01-17,Rotterdam,0.7372,6,76.4,True,1,4,0
2025-01-18,Rotterdam,0.6033,6,67.3,True,1,5,0
2025-01-19,Rotterdam,0.5447,4,37.9,True,1,6,0
2025-01-20,Rotterdam,0.4189,4,33.0,True,1,0,0
2025-01-21,Rotterdam,0.6661,6,58.3,True,1,1,0
2025-01-22,Rotterdam,0.5569,5,49.1,True,1,2,0
2025-01-23,Rotterdam,0.2538,1,11.1,True,1,3,0
2025-01-24,Rotterdam,0.476,7,72.2,True,1,4,0
2025-01-25,Rotterdam,0.418,4,42.3,True,1,5,0
2025-01-26,Rotterdam,0.4449,6,54.0,True,1,6,0
2025-01-27,Rotterdam,0.5421,5,57.8,True,1,0,0
2025-01-28,Rotterdam,0.5813,5,54.3,True,1,1,0
2025-01-29,Rotterdam,0.5335,4,58.4,True,1,2,0
2025-01-30,Rotterdam,0.6714,7,66.1,True,1,3,0
2025-01-31,Rotterdam,0.5095,2,34.5,True,1,4,0
2025-02-01,Rotterdam,0.6299,6,59.3,True,2,5,0
2025-02-02,Rotterdam,0.5249,3,36.3,True,2,6,0
2025-02-03,Rotterdam,0.4714,4,55.2,True,2,0,0
2025-02-04,Rotterdam,0.5433,8,71.4,True,2,1,0
2025-02-05,Rotterdam,0.5484,8,75.8,True,2,2,0
2025-02-06,Rotterdam,0.6021,8,77.7,True,2,3,0
2025-02-07,Rotterdam,0.4862,4,38.6,True,2,4,0
2025-02-08,Rotterdam,0.5223,6,59.3,True,2,5,0
2025-02-09,Rotterdam,0.6262,9,86.5,True,2,6,0
2025-02-10,Rotterdam,0.5763,5,61.2,True,2,0,0
2025-02-11,Rotterdam,0.6153,5,48.3,True,2,1,0
2025-02-12,Rotterdam,0.6857,7,73.7,True,2,2,0
2025-02-13,Rotterdam,0.4102,4,38.1,True,2,3,0
2025-02-14,Rotterdam,0.2017,0,12.0,True,2,4,0
2025-02-15,Rotterdam,0.6456,9,86.9,True,2,5,0
2025-02-16,Rotterdam,0.6481,6,74.5,True,2,6,0
2025-02-17,Rotterdam,0.5455,4,32.3,True,2,0,0
2025-02-18,Rotterdam,0.457,3,36.4,True,2,1,0
2025-02-19,Rotterdam,0.5858,7,75.0,True,2,2,0
2025-02-20,Rotterdam,0.5782,5,68.0,True,2,3,0
2025-02-21,Rotterdam,0.6239,6,68.4,True,2,4,0
2025-02-22,Rotterdam,0.4922,8,71.9,True,2,5,0
2025-02-23,Rotterdam,0.5448,4,43.8,True,2,6,0
2025-02-24,Rotterdam,0.3778,2,18.3,True,2,0,0
2025-02-25,Rotterdam,0.4165,2,29.4,True,2,1,0
2025-02-26,Rotterdam,0.5939,6,58.9,True,2,2,0
2025-02-27,Rotterdam,0.6955,7,62.7,True,2,3,0
2025-02-28,Rotterdam,0.7474,5,69.3,True,2,4,0
2025-03-01,Rotterdam,0.6007,2,32.8,True,3,5,0
2025-03-02,Rotterdam,0.5445,5,48.5,True,3,6,0
2025-03-03,Rotterdam,0.5441,5,65.1,True,3,0,0
2025-03-04,Rotterdam,0.5399,3,25.3,True,3,1,0
2025-03-05,Rotterdam,0.8348,8,92.7,True,3,2,0
2025-03-06,Rotterdam,0.7179,6,73.1,True,3,3,0
2025-03-07,Rotterdam,0.4593,3,26.7,True,3,4,0
2025-03-08,Rotterdam,0.5405,6,68.9,True,3,5,0
2025-03-09,Rotterdam,0.405,5,40.1,True,3,6,0
2025-03-10,Rotterdam,0.4905,5,68.1,True,3,0,0
2025-03-11,Rotterdam,0.5502,6,76.4,True,3,1,0
2025-03-12,Rotterdam,0.4701,2,33.8,True,3,2,0
2025-03-13,Rotterdam,0.6219,8,75.2,True,3,3,0
2025-03-14,Rotterdam,0.5417,4,45.5,True,3,4,0
2025-03-15,Rotterdam,0.4639,5,44.1,True,3,5,0
2025-03-16,Rotterdam,0.804,7,71.8,True,3,6,0
2025-03-17,Rotterdam,0.4572,5,51.9,True,3,0,0
2025-03-18,Rotterdam,0.6382,3,34.4,True,3,1,0
2025-03-19,Rotterdam,0.683,7,79.4,True,3,2,0
2025-03-20,Rotterdam,0.5102,1,19.9,True,3,3,0
2025-03-21,Rotterdam,0.6792,7,84.9,True,3,4,0
2025-03-22,Rotterdam,0.6647,5,55.4,True,3,5,0
2025-03-23,Rotterdam,0.4637,5,49.8,True,3,6,0
2025-03-24,Rotterdam,0.4794,3,21.1,True,3,0,0
2025-03-25,Rotterdam,0.5901,4,47.5,True,3,1,0
2025-03-26,Rotterdam,0.4524,2,22.7,True,3,2,0
2025-03-27,Rotterdam,0.4108,5,46.1,True,3,3,0
2025-03-28,Rotterdam,0.6228,6,77.1,True,3,4,0
2025-03-29,Rotterdam,0.5541,5,44.3,True,3,5,0
2025-03-30,Rotterdam,0.5503,7,67.3,True,3,6,0
2025-03-31,Rotterdam,0.5623,6,59.4,True,3,0,0
2025-04-01,Rotterdam,0.4247,4,41.8,True,4,1,0
2025-04-02,Rotterdam,0.5416,5,54.6,True,4,2,0
2025-04-03,Rotterdam,0.5564,4,50.6,True,4,3,0
2025-04-04,Rotterdam,0.3516,3,35.6,True,4,4,0
2025-04-05,Rotterdam,0.4148,6,63.3,True,4,5,0
2025-04-06,Rotterdam,0.5486,4,49.0,True,4,6,0
2025-04-07,Rotterdam,0.5533,9,82.0,True,4,0,0
2025-04-08,Rotterdam,0.3832,7,65.5,True,4,1,0
2025-04-09,Rotterdam,0.3518,5,41.0,True,4,2,0
2025-04-10,Rotterdam,0.5462,4,42.8,True,4,3,0
2025-04-11,Rotterdam,0.4496,1,27.2,True,4,4,0
2025-04-12,Rotterdam,0.4381,4,42.2,True,4,5,0
2025-04-13,Rotterdam,0.4368,3,24.5,True,4,6,0
2025-04-14,Rotterdam,0.6394,8,74.0,True,4,0,0
2025-04-15,Rotterdam,0.5891,5,61.6,True,4,1,0
2025-04-16,Rotterdam,0.4646,3,32.4,True,4,2,0
2025-04-17,Rotterdam,0.5162,4,49.4,True,4,3,0
2025-04-18,Rotterdam,0.5043,3,21.2,True,4,4,0
2025-04-19,Rotterdam,0.5169,5,48.5,True,4,5,0
2025-04-20,Rotterdam,0.624,4,53.8,True,4,6,0
2025-04-21,Rotterdam,0.5692,2,30.7,True,4,0,0
2025-04-22,Rotterdam,0.5865,5,61.4,True,4,1,0
2025-04-23,Rotterdam,0.5878,5,47.2,True,4,2,0
2025-04-24,Rotterdam,0.6143,3,44.9,True,4,3,0
2025-04-25,Rotterdam,0.5194,4,31.6,True,4,4,0
2025-04-26,Rotterdam,0.6215,5,45.0,True,4,5,0
2025-04-27,Rotterdam,0.476,5,54.1,True,4,6,0
2025-04-28,Rotterdam,0.7182,10,91.6,True,4,0,0
2025-04-29,Rotterdam,0.6763,8,80.0,True,4,1,0
2025-04-30,Rotterdam,0.6225,6,55.5,True,4,2,0
2025-05-01,Rotterdam,0.5531,6,52.0,True,5,3,0
2025-05-02,Rotterdam,0.3467,3,41.4,True,5,4,0
2025-05-03,Rotterdam,0.5182,5,65.0,True,5,5,0
2025-05-04,Rotterdam,0.4265,2,37.6,True,5,6,0
2025-05-05,Rotterdam,0.6767,5,66.7,True,5,0,0
2025-05-06,Rotterdam,0.4664,3,31.3,True,5,1,0
2025-05-07,Rotterdam,0.5537,6,52.6,True,5,2,0
2025-05-08,Rotterdam,0.6463,6,57.0,True,5,3,0
2025-05-09,Rotterdam,0.4568,1,27.7,True,5,4,0
2025-05-10,Rotterdam,0.3958,3,48.8,True,5,5,0
2025-05-11,Rotterdam,0.5859,5,49.1,True,5,6,0
2025-05-12,Rotterdam,0.6207,5,66.2,True,5,0,0
2025-05-13,Rotterdam,0.5894,5,62.1,True,5,1,0
2025-05-14,Rotterdam,0.5396,5,65.5,True,5,2,0
2025-05-15,Rotterdam,0.4823,4,31.8,True,5,3,0
2025-05-16,Rotterdam,0.6409,5,57.4,True,5,4,0
2025-05-17,Rotterdam,0.5501,3,48.7,True,5,5,0
2025-05-18,Rotterdam,0.6922,6,71.1,True,5,6,0
2025-05-19,Rotterdam,0.5784,4,59.3,True,5,0,0
2025-05-20,Rotterdam,0.6125,5,63.8,True,5,1,0
2025-05-21,Rotterdam,0.6214,5,54.0,True,5,2,0
2025-05-22,Rotterdam,0.5302,5,61.0,True,5,3,0
2025-05-23,Rotterdam,0.5613,6,66.3,True,5,4,0
2025-05-24,Rotterdam,0.4275,2,39.3,True,5,5,0
2025-05-25,Rotterdam,0.6402,7,63.6,True,5,6,0
2025-05-26,Rotterdam,0.4057,4,40.5,True,5,0,0
2025-05-27,Rotterdam,0.4625,4,45.6,True,5,1,0
2025-05-28,Rotterdam,0.5451,6,50.8,True,5,2,0
2025-05-29,Rotterdam,0.5786,5,63.1,True,5,3,0
2025-05-30,Rotterdam,0.3671,1,14.8,True,5,4,0
2025-05-31,Rotterdam,0.5077,4,54.0,True,5,5,0
2025-06-01,Rotterdam,0.5783,8,73.5,True,6,6,1
2025-06-02,Rotterdam,0.6489,4,55.9,True,6,0,1
2025-06-03,Rotterdam,0.6688,7,74.3,True,6,1,1
2025-06-04,Rotterdam,0.6503,8,79.2,True,6,2,1
2025-06-05,Rotterdam,0.6069,4,58.9,True,6,3,1
2025-06-06,Rotterdam,0.5576,5,65.2,True,6,4,1
2025-06-07,Rotterdam,0.6449,8,99.4,True,6,5,1
2025-06-08,Rotterdam,0.7521,9,81.3,True,6,6,1
2025-06-09,Rotterdam,0.7438,8,80.2,True,6,0,1
2025-06-10,Rotterdam,0.6462,5,69.0,True,6,1,1
2025-06-11,Rotterdam,0.6838,5,61.4,True,6,2,1
2025-06-12,Rotterdam,0.5957,6,66.7,True,6,3,1
2025-06-13,Rotterdam,0.7014,5,58.9,True,6,4,1
2025-06-14,Rotterdam,0.5961,7,62.9,True,6,5,1
2025-06-15,Rotterdam,0.6413,6,51.3,True,6,6,1
2025-06-16,Rotterdam,0.7597,4,57.3,True,6,0,1
2025-06-17,Rotterdam,0.5864,4,31.5,True,6,1,1
2025-06-18,Rotterdam,0.6036,5,62.9,True,6,2,1
2025-06-19,Rotterdam,0.7353,6,74.3,True,6,3,1
2025-06-20,Rotterdam,0.7053,8,84.6,True,6,4,1
2025-06-21,Rotterdam,0.7254,7,71.4,True,6,5,1
2025-06-22,Rotterdam,0.5472,6,51.6,True,6,6,1
2025-06-23,Rotterdam,0.5627,5,49.3,True,6,0,1
2025-06-24,Rotterdam,0.538,6,60.0,True,6,1,1
2025-06-25,Rotterdam,0.6679,6,76.5,True,6,2,1
2025-06-26,Rotterdam,0.7295,8,74.2,True,6,3,1
2025-06-27,Rotterdam,0.8339,7,85.7,True,6,4,1
2025-06-28,Rotterdam,0.6765,5,49.3,True,6,5,1
2025-06-29,Rotterdam,0.7374,6,77.9,True,6,6,1
2025-06-30,Rotterdam,0.5883,5,66.4,True,6,0,1
2025-07-01,Rotterdam,0.7227,7,81.8,True,7,1,1
2025-07-02,Rotterdam,0.6103,4,46.6,True,7,2,1
2025-07-03,Rotterdam,0.629,8,70.6,True,7,3,1
2025-07-04,Rotterdam,0.6218,7,68.0,True,7,4,1
2025-07-05,Rotterdam,0.4827,4,57.5,True,7,5,1
2025-07-06,Rotterdam,0.8188,7,83.5,True,7,6,1
2025-07-07,Rotterdam,0.6415,5,55.1,True,7,0,1
2025-07-08,Rotterdam,0.7876,6,69.3,True,7,1,1
2025-07-09,Rotterdam,0.7275,8,75.5,True,7,2,1
2025-07-10,Rotterdam,0.6803,5,56.8,True,7,3,1
2025-07-11,Rotterdam,0.8651,8,86.8,True,7,4,1
2025-07-12,Rotterdam,0.7201,7,83.2,True,7,5,1
2025-07-13,Rotterdam,0.6267,7,65.3,True,7,6,1
2025-07-14,Rotterdam,0.6524,7,66.9,True,7,0,1
2025-07-15,Rotterdam,0.7016,7,73.3,True,7,1,1
2025-07-16,Rotterdam,0.6779,7,65.8,True,7,2,1
2025-07-17,Rotterdam,0.6887,7,65.1,True,7,3,1
2025-07-18,Rotterdam,1.0,9,88.9,True,7,4,1
2025-07-19,Rotterdam,0.8356,9,92.3,True,7,5,1
2025-07-20,Rotterdam,0.8215,9,90.2,True,7,6,1
2025-07-21,Rotterdam,0.9444,9,96.5,True,7,0,1
2025-07-22,Rotterdam,0.5318,3,47.1,True,7,1,1
2025-07-23,Rotterdam,0.5773,5,69.9,True,7,2,1
2025-07-24,Rotterdam,0.6335,3,37.3,True,7,3,1
2025-07-25,Rotterdam,0.7977,7,68.5,True,7,4,1
2025-07-26,Rotterdam,0.7984,7,73.4,True,7,5,1
2025-07-27,Rotterdam,0.6529,8,95.6,True,7,6,1
2025-07-28,Rotterdam,0.7808,7,68.8,True,7,0,1
2025-07-29,Rotterdam,0.7214,9,94.6,True,7,1,1
2025-07-30,Rotterdam,0.5726,3,49.8,True,7,2,1
2025-07-31,Rotterdam,0.6942,4,52.5,True,7,3,1
2025-08-01,Rotterdam,0.7976,7,69.1,True,8,4,1
2025-08-02,Rotterdam,0.6769,6,69.1,True,8,5,1
2025-08-03,Rotterdam,0.7856,8,73.2,True,8,6,1
2025-08-04,Rotterdam,0.6861,6,70.8,True,8,0,1
2025-08-05,Rotterdam,0.6219,6,54.7,True,8,1,1
2025-08-06,Rotterdam,0.6812,4,56.2,True,8,2,1
2025-08-07,Rotterdam,0.5867,8,70.8,True,8,3,1
2025-08-08,Rotterdam,0.6475,7,62.6,True,8,4,1
2025-08-09,Rotterdam,0.6381,7,75.6,True,8,5,1
2025-08-10,Rotterdam,0.6938,8,75.0,True,8,6,1
2025-08-11,Rotterdam,0.7814,8,91.2,True,8,0,1
2025-08-12,Rotterdam,0.5871,5,41.4,True,8,1,1
2025-08-13,Rotterdam,0.7728,7,86.3,True,8,2,1
2025-08-14,Rotterdam,0.4607,4,44.2,True,8,3,1
2025-08-15,Rotterdam,0.6769,7,72.0,True,8,4,1
2025-08-16,Rotterdam,0.5876,5,59.3,True,8,5,1
2025-08-17,Rotterdam,0.6109,7,61.9,True,8,6,1
2025-08-18,Rotterdam,0.742,4,59.5,True,8,0,1
2025-08-19,Rotterdam,0.6271,5,55.2,True,8,1,1
2025-08-20,Rotterdam,0.6362,5,63.2,True,8,2,1
2025-08-21,Rotterdam,0.7525,6,68.6,True,8,3,1
2025-08-22,Rotterdam,0.7529,9,83.1,True,8,4,1
2025-08-23,Rotterdam,0.7743,7,67.5,True,8,5,1
2025-08-24,Rotterdam,0.6181,3,41.0,True,8,6,1
2025-08-25,Rotterdam,0.8914,8,97.6,True,8,0,1
2025-08-26,Rotterdam,0.7781,6,59.4,True,8,1,1
2025-08-27,Rotterdam,0.8067,9,90.4,True,8,2,1
2025-08-28,Rotterdam,0.7354,5,68.3,True,8,3,1
2025-08-29,Rotterdam,0.9508,12,128.5,True,8,4,1
2025-08-30,Rotterdam,0.6295,8,70.3,True,8,5,1
2025-08-31,Rotterdam,0.673,5,68.9,True,8,6,1
2025-09-01,Rotterdam,0.652,6,78.6,True,9,0,1
2025-09-02,Rotterdam,0.7483,6,66.9,True,9,1,1
2025-09-03,Rotterdam,0.6115,6,62.6,True,9,2,1
2025-09-04,Rotterdam,0.7054,8,77.5,True,9,3,1
2025-09-05,Rotterdam,0.5649,7,61.6,True,9,4,1
2025-09-06,Rotterdam,0.8378,8,71.5,True,9,5,1
2025-09-07,Rotterdam,0.6936,7,83.0,True,9,6,1
2025-09-08,Rotterdam,0.6839,8,77.2,True,9,0,1
2025-09-09,Rotterdam,0.7204,9,91.7,True,9,1,1
2025-09-10,Rotterdam,0.654,8,81.7,True,9,2,1
2025-09-11,Rotterdam,0.6155,7,62.2,True,9,3,1
2025-09-12,Rotterdam,0.8383,6,74.2,True,9,4,1
2025-09-13,Rotterdam,0.628,6,55.6,True,9,5,1
2025-09-14,Rotterdam,0.6848,6,73.8,True,9,6,1
2025-09-15,Rotterdam,0.9333,9,107.5,True,9,0,1
2025-09-16,Rotterdam,0.737,6,77.7,True,9,1,1
2025-09-17,Rotterdam,0.684,8,76.9,True,9,2,1
2025-09-18,Rotterdam,0.6372,7,69.7,True,9,3,1
2025-09-19,Rotterdam,0.5793,5,66.1,True,9,4,1
2025-09-20,Rotterdam,0.7582,8,82.7,True,9,5,1
2025-09-21,Rotterdam,0.684,5,43.2,True,9,6,1
2025-09-22,Rotterdam,0.6203,8,76.6,True,9,0,1
2025-09-23,Rotterdam,0.6736,5,53.0,True,9,1,1
2025-09-24,Rotterdam,0.8536,8,85.5,True,9,2,1
2025-09-25,Rotterdam,0.6932,5,62.3,True,9,3,1
2025-09-26,Rotterdam,0.7075,6,57.1,True,9,4,1
2025-09-27,Rotterdam,0.6061,3,29.6,True,9,5,1
2025-09-28,Rotterdam,0.7553,8,71.5,True,9,6,1
2025-09-29,Rotterdam,0.777,7,79.4,True,9,0,1
2025-09-30,Rotterdam,0.6635,7,68.3,True,9,1,1
2025-10-01,Rotterdam,0.5396,4,43.9,True,10,2,0
2025-10-02,Rotterdam,0.4748,3,47.1,True,10,3,0
2025-10-03,Rotterdam,0.5021,2,35.0,True,10,4,0
2025-10-04,Rotterdam,0.5352,7,63.0,True,10,5,0
2025-10-05,Rotterdam,0.4132,5,42.1,True,10,6,0
2025-10-06,Rotterdam,0.7294,7,75.1,True,10,0,0
2025-10-07,Rotterdam,0.6281,4,54.9,True,10,1,0
2025-10-08,Rotterdam,0.5226,2,38.7,True,10,2,0
2025-10-09,Rotterdam,0.538,7,60.8,True,10,3,0
2025-10-10,Rotterdam,0.5852,5,67.9,True,10,4,0
2025-10-11,Rotterdam,0.7029,8,84.2,True,10,5,0
2025-10-12,Rotterdam,0.5186,4,43.0,True,10,6,0
2025-10-13,Rotterdam,0.558,6,64.3,True,10,0,0
2025-10-14,Rotterdam,0.6323,4,49.8,True,10,1,0
2025-10-15,Rotterdam,0.3464,0,5.4,True,10,2,0
2025-10-16,Rotterdam,0.6131,6,71.8,True,10,3,0
2025-10-17,Rotterdam,0.5187,6,50.7,True,10,4,0
2025-10-18,Rotterdam,0.5159,7,82.9,True,10,5,0
2025-10-19,Rotterdam,0.6419,7,70.3,True,10,6,0
2025-10-20,Rotterdam,0.7117,9,84.9,True,10,0,0
2025-10-21,Rotterdam,0.6288,7,81.6,True,10,1,0
2025-10-22,Rotterdam,0.4879,2,34.7,True,10,2,0
2025-10-23,Rotterdam,0.4292,3,45.5,True,10,3,0
2025-10-24,Rotterdam,0.4673,3,38.2,True,10,4,0
2025-10-25,Rotterdam,0.6193,5,69.4,True,10,5,0
2025-10-26,Rotterdam,0.7754,7,72.2,True,10,6,0
2025-10-27,Rotterdam,0.4179,2,28.7,True,10,0,0
2025-10-28,Rotterdam,0.5496,5,53.9,True,10,1,0
2025-10-29,Rotterdam,0.5176,5,66.3,True,10,2,0
2025-10-30,Rotterdam,0.5327,5,52.9,True,10,3,0
2025-10-31,Rotterdam,0.4721,3,37.6,True,10,4,0
2025-11-01,Rotterdam,0.3681,1,14.3,True,11,5,0
2025-11-02,Rotterdam,0.586,5,46.9,True,11,6,0
2025-11-03,Rotterdam,0.6219,8,73.0,True,11,0,0
2025-11-04,Rotterdam,0.548,2,39.3,True,11,1,0
2025-11-05,Rotterdam,0.5824,4,54.9,True,11,2,0
2025-11-06,Rotterdam,0.7525,9,84.9,True,11,3,0
2025-11-07,Rotterdam,0.3573,4,31.3,True,11,4,0
2025-11-08,Rotterdam,0.6221,6,55.4,True,11,5,0
2025-11-09,Rotterdam,0.3424,3,45.3,True,11,6,0
2025-11-10,Rotterdam,0.4859,3,45.4,True,11,0,0
2025-11-11,Rotterdam,0.507,3,43.9,True,11,1,0
2025-11-12,Rotterdam,0.5123,7,61.3,True,11,2,0
2025-11-13,Rotterdam,0.5591,4,58.1,True,11,3,0
2025-11-14,Rotterdam,0.4397,4,30.8,True,11,4,0
2025-11-15,Rotterdam,0.5233,4,43.5,True,11,5,0
2025-11-16,Rotterdam,0.519,4,58.7,True,11,6,0
2025-11-17,Rotterdam,0.4413,4,38.5,True,11,0,0
2025-11-18,Rotterdam,0.5601,6,68.2,True,11,1,0
2025-11-19,Rotterdam,0.5801,5,60.7,True,11,2,0
2025-11-20,Rotterdam,0.3437,2,20.0,True,11,3,0
2025-11-21,Rotterdam,0.4455,4,51.2,True,11,4,0
2025-11-22,Rotterdam,0.5956,5,62.6,True,11,5,0
2025-11-23,Rotterdam,0.4524,5,64.9,True,11,6,0
2025-11-24,Rotterdam,0.5892,5,43.2,True,11,0,0
2025-11-25,Rotterdam,0.5494,8,73.9,True,11,1,0
2025-11-26,Rotterdam,0.6156,3,49.5,True,11,2,0
2025-11-27,Rotterdam,0.281,3,42.5,True,11,3,0
2025-11-28,Rotterdam,0.6374,7,74.1,True,11,4,0
2025-11-29,Rotterdam,0.4476,3,27.5,True,11,5,0
2025-11-30,Rotterdam,0.5101,4,38.3,True,11,6,0
2025-12-01,Rotterdam,0.5095,5,56.9,True,12,0,0
2025-12-02,Rotterdam,0.5915,4,49.5,True,12,1,0
2025-12-03,Rotterdam,0.5011,6,65.1,True,12,2,0
2025-12-04,Rotterdam,0.5199,5,45.6,True,12,3,0
2025-12-05,Rotterdam,0.5363,6,54.3,True,12,4,0
2025-12-06,Rotterdam,0.4449,5,41.2,True,12,5,0
2025-12-07,Rotterdam,0.6928,7,74.7,True,12,6,0
2025-12-08,Rotterdam,0.5071,5,46.5,True,12,0,0
2025-12-09,Rotterdam,0.593,4,59.2,True,12,1,0
2025-12-10,Rotterdam,0.5218,7,75.2,True,12,2,0
2025-12-11,Rotterdam,0.5473,7,63.4,True,12,3,0
2025-12-12,Rotterdam,0.4328,5,43.5,True,12,4,0
2025-12-13,Rotterdam,0.4045,5,51.5,True,12,5,0
2025-12-14,Rotterdam,0.4312,3,34.2,True,12,6,0
2025-12-15,Rotterdam,0.397,3,26.4,True,12,0,0
2025-12-16,Rotterdam,0.5438,4,51.6,True,12,1,0
2025-12-17,Rotterdam,0.5768,5,50.6,True,12,2,0
2025-12-18,Rotterdam,0.5601,5,41.5,True,12,3,0
2025-12-19,Rotterdam,0.2871,2,30.7,True,12,4,0
2025-12-20,Rotterdam,0.7965,6,79.5,True,12,5,0
2025-12-21,Rotterdam,0.4384,2,32.4,True,12,6,0
2025-12-22,Rotterdam,0.4894,5,53.3,True,12,0,0
2025-12-23,Rotterdam,0.6628,8,70.1,True,12,1,0
2025-12-24,Rotterdam,0.6198,5,57.2,True,12,2,0
2025-12-25,Rotterdam,0.5565,5,53.3,True,12,3,0
2025-12-26,Rotterdam,0.5893,8,70.1,True,12,4,0
2025-12-27,Rotterdam,0.6446,7,70.1,True,12,5,0
2025-12-28,Rotterdam,0.4337,2,36.8,True,12,6,0
2025-12-29,Rotterdam,0.56,6,69.8,True,12,0,0
2025-12-30,Rotterdam,0.6277,6,63.9,True,12,1,0
2025-12-31,Rotterdam,0.4228,7,74.3,True,12,2,0
2026-01-01,Rotterdam,0.5739,6,62.6,True,1,3,0
2026-01-02,Rotterdam,0.386,5,47.9,True,1,4,0
2026-01-03,Rotterdam,0.584,4,34.3,True,1,5,0
2026-01-04,Rotterdam,0.6017,7,77.1,True,1,6,0
2026-01-05,Rotterdam,0.563,4,40.7,True,1,0,0
2026-01-06,Rotterdam,0.5898,3,47.0,True,1,1,0
2026-01-07,Rotterdam,0.4365,6,57.5,True,1,2,0
2026-01-08,Rotterdam,0.6327,6,62.3,True,1,3,0
2026-01-09,Rotterdam,0.4909,5,46.5,True,1,4,0
2026-01-10,Rotterdam,0.5432,6,52.9,True,1,5,0
2026-01-11,Rotterdam,0.5324,5,40.6,True,1,6,0
2026-01-12,Rotterdam,0.6147,5,59.8,True,1,0,0
2026-01-13,Rotterdam,0.466,3,35.1,True,1,1,0
2026-01-14,Rotterdam,0.403,2,30.1,True,1,2,0
2026-01-15,Rotterdam,0.4815,5,67.2,True,1,3,0
2026-01-16,Rotterdam,0.4858,4,37.0,True,1,4,0
2026-01-17,Rotterdam,0.5407,6,73.3,True,1,5,0
2026-01-18,Rotterdam,0.6094,6,57.8,True,1,6,0
2026-01-19,Rotterdam,0.2733,1,28.9,True,1,0,0
2026-01-20,Rotterdam,0.5422,7,72.2,True,1,1,0
2026-01-21,Rotterdam,0.6169,5,69.8,True,1,2,0
2026-01-22,Rotterdam,0.4034,5,59.8,True,1,3,0
2026-01-23,Rotterdam,0.6651,6,58.5,True,1,4,0
2026-01-24,Rotterdam,0.4209,6,56.8,True,1,5,0
2026-01-25,Rotterdam,0.5106,3,49.9,True,1,6,0
2026-01-26,Rotterdam,0.6159,7,73.9,True,1,0,0
2026-01-27,Rotterdam,0.3389,5,42.4,True,1,1,0
2026-01-28,Rotterdam,0.4302,4,52.9,True,1,2,0
2026-01-29,Rotterdam,0.4744,4,38.9,True,1,3,0
2026-01-30,Rotterdam,0.4005,4,31.2,True,1,4,0
2026-01-31,Rotterdam,0.5386,5,69.9,True,1,5,0
2026-02-01,Rotterdam,0.6783,6,62.9,True,2,6,0
2026-02-02,Rotterdam,0.6294,6,50.2,True,2,0,0
2026-02-03,Rotterdam,0.5226,6,66.5,True,2,1,0
2026-02-04,Rotterdam,0.5138,6,68.8,True,2,2,0
2026-02-05,Rotterdam,0.421,2,23.8,True,2,3,0
2026-02-06,Rotterdam,0.7063,9,83.2,True,2,4,0
2026-02-07,Rotterdam,0.5473,7,83.5,True,2,5,0
2026-02-08,Rotterdam,0.474,4,48.9,True,2,6,0
2026-02-09,Rotterdam,0.3727,3,42.7,True,2,0,0
2026-02-10,Rotterdam,0.6916,8,75.2,True,2,1,0
2026-02-11,Rotterdam,0.5167,4,48.2,True,2,2,0
2026-02-12,Rotterdam,0.6505,4,57.1,True,2,3,0
2026-02-13,Rotterdam,0.3768,3,32.6,True,2,4,0
2026-02-14,Rotterdam,0.5021,5,40.5,True,2,5,0
2026-02-15,Rotterdam,0.6071,6,55.1,True,2,6,0
2026-02-16,Rotterdam,0.6439,5,59.0,True,2,0,0
2026-02-17,Rotterdam,0.5084,4,55.6,True,2,1,0
2026-02-18,Rotterdam,0.5996,4,47.6,True,2,2,0
2026-02-19,Rotterdam,0.6297,5,69.5,True,2,3,0
2026-02-20,Rotterdam,0.5253,5,63.4,True,2,4,0
2026-02-21,Rotterdam,0.6095,7,81.2,True,2,5,0
2026-02-22,Rotterdam,0.5953,5,65.4,True,2,6,0
2026-02-23,Rotterdam,0.5245,7,65.3,True,2,0,0
2026-02-24,Rotterdam,0.42,4,35.2,True,2,1,0
2026-02-25,Rotterdam,0.3645,5,53.6,True,2,2,0
2026-02-26,Rotterdam,0.5075,6,53.4,True,2,3,0
2026-02-27,Rotterdam,0.6365,3,47.1,True,2,4,0
2026-02-28,Rotterdam,0.5671,7,63.5,True,2,5,0
2026-03-01,Rotterdam,0.5002,4,31.8,True,3,6,0
2026-03-02,Rotterdam,0.4618,7,67.2,True,3,0,0
2026-03-03,Rotterdam,0.7321,6,60.1,True,3,1,0
