date,port,congestion_score,avg_queue_length_vessels,avg_wait_hours,is_synthetic,proxy_source
2025-09-16,Rotterdam,0.6766,7,67.0,True,Weather-Correlated Engine
2025-09-16,Los Angeles,0.6117,5,60.6,True,Weather-Correlated Engine
2025-09-17,Shanghai,0.7408,8,73.3,True,Weather-Correlated Engine
2025-09-17,Singapore,0.6845,7,67.8,True,Weather-Correlated Engine
2025-09-17,Rotterdam,0.6594,5,65.3,True,Weather-Correlated Engine
2025-09-17,Los Angeles,0.5892,6,58.3,True,Weather-Correlated Engine
2025-09-18,Shanghai,0.7079,6,70.1,True,Weather-Correlated Engine
2025-09-18,Singapore,0.6776,7,67.1,True,Weather-Correlated Engine
2025-09-18,Rotterdam,0.6463,7,64.0,True,Weather-Correlated Engine
2025-09-18,Los Angeles,0.6065,7,60.0,True,Weather-Correlated Engine
2025-09-19,Shanghai,0.7472,7,74.0,True,Weather-Correlated Engine
2025-09-19,Singapore,0.6915,6,68.5,True,Weather-Correlated Engine
2025-09-19,Rotterdam,0.668,5,66.1,True,Weather-Correlated Engine
2025-09-19,Los Angeles,0.5989,5,59.3,True,Weather-Correlated Engine
2025-09-20,Shanghai,0.7383,8,73.1,True,Weather-Correlated Engine
2025-09-20,Singapore,0.7198,6,71.3,True,Weather-Correlated Engine
2025-09-20,Rotterdam,0.6691,7,66.2,True,Weather-Correlated Engine
2025-09-20,Los Angeles,0.6185,7,61.2,True,Weather-Correlated Engine
2025-09-21,Shanghai,0.7011,7,69.4,True,Weather-Correlated Engine
2025-09-21,Singapore,0.6983,7,69.1,True,Weather-Correlated Engine
2025-09-21,Rotterdam,0.6598,6,65.3,True,Weather-Correlated Engine
2025-09-21,Los Angeles,0.5887,6,58.3,True,Weather-Correlated Engine
2025-09-22,Shanghai,0.706,6,69.9,True,Weather-Correlated Engine
2025-09-22,Singapore,0.6744,7,66.8,True,Weather-Correlated Engine
2025-09-22,Rotterdam,0.6868,7,68.0,True,Weather-Correlated Engine
2025-09-22,Los Angeles,0.5971,4,59.1,True,Weather-Correlated Engine
2025-09-23,Shanghai,0.7357,6,72.8,True,Weather-Correlated Engine
2025-09-23,Singapore,0.7197,6,71.2,True,Weather-Correlated Engine
2025-09-23,Rotterdam,0.6429,7,63.6,True,Weather-Correlated Engine
2025-09-23,Los Angeles,0.6033,6,59.7,True,Weather-Correlated Engine
2025-09-24,Shanghai,0.7048,6,69.8,True,Weather-Correlated Engine
2025-09-24,Singapore,0.7097,7,70.3,True,Weather-Correlated Engine
2025-09-24,Rotterdam,0.686,7,67.9,True,Weather-Correlated Engine
2025-09-24,Los Angeles,0.6208,7,61.5,True,Weather-Correlated Engine
2025-09-25,Shanghai,0.7143,6,70.7,True,Weather-Correlated Engine
2025-09-25,Singapore,0.6986,7,69.2,True,Weather-Correlated Engine
2025-09-25,Rotterdam,0.6757,6,66.9,True,Weather-Correlated Engine
2025-09-25,Los Angeles,0.5928,4,58.7,True,Weather-Correlated Engine
2025-09-26,Shanghai,0.7022,5,69.5,True,Weather-Correlated Engine
2025-09-26,Singapore,0.6955,6,68.9,True,Weather-Correlated Engine
2025-09-26,Rotterdam,0.6495,6,64.3,True,Weather-Correlated Engine
2025-09-26,Los Angeles,0.6012,6,59.5,True,Weather-Correlated Engine
2025-09-27,Shanghai,0.7083,8,70.1,True,Weather-Correlated Engine
2025-09-27,Singapore,0.6853,7,67.8,True,Weather-Correlated Engine
2025-09-27,Rotterdam,0.674,5,66.7,True,Weather-Correlated Engine
2025-09-27,Los Angeles,0.6044,5,59.8,True,Weather-Correlated Engine
2025-09-28,Shanghai,0.7046,7,69.8,True,Weather-Correlated Engine
2025-09-28,Singapore,0.6857,7,67.9,True,Weather-Correlated Engine
2025-09-28,Rotterdam,0.6805,5,67.4,True,Weather-Correlated Engine
2025-09-28,Los Angeles,0.5921,5,58.6,True,Weather-Correlated Engine
2025-09-29,Shanghai,0.7013,5,69.4,True,Weather-Correlated Engine
2025-09-29,Singapore,0.6934,7,68.6,True,Weather-Correlated Engine
2025-09-29,Rotterdam,0.6803,6,67.3,True,Weather-Correlated Engine
2025-09-29,Los Angeles,0.6191,5,61.3,True,Weather-Correlated Engine
2025-09-30,Shanghai,0.7452,6,73.8,True,Weather-Correlated Engine
2025-09-30,Singapore,0.6714,7,66.5,True,Weather-Correlated Engine
2025-09-30,Rotterdam,0.6568,6,65.0,True,Weather-Correlated Engine
2025-09-30,Los Angeles,0.6071,7,60.1,True,Weather-Correlated Engine
2025-10-01,Shanghai,0.609,7,60.3,True,Weather-Correlated Engine
2025-10-01,Singapore,0.5948,5,58.9,True,Weather-Correlated Engine
2025-10-01,Rotterdam,0.5593,6,55.4,True,Weather-Correlated Engine
2025-10-01,Los Angeles,0.5218,6,51.7,True,Weather-Correlated Engine
2025-10-02,Shanghai,0.6075,7,60.1,True,Weather-Correlated Engine
2025-10-02,Singapore,0.5783,6,57.3,True,Weather-Correlated Engine
2025-10-02,Rotterdam,0.5439,4,53.8,True,Weather-Correlated Engine
2025-10-02,Los Angeles,0.4914,5,48.6,True,Weather-Correlated Engine
2025-10-03,Shanghai,0.6381,5,63.2,True,Weather-Correlated Engine
2025-10-03,Singapore,0.6194,7,61.3,True,Weather-Correlated Engine
2025-10-03,Rotterdam,0.5411,6,53.6,True,Weather-Correlated Engine
2025-10-03,Los Angeles,0.518,4,51.3,True,Weather-Correlated Engine
2025-10-04,Shanghai,0.6015,5,59.6,True,Weather-Correlated Engine
2025-10-04,Singapore,0.5817,6,57.6,True,Weather-Correlated Engine
2025-10-04,Rotterdam,0.5587,4,55.3,True,Weather-Correlated Engine
2025-10-04,Los Angeles,0.4816,5,47.7,True,Weather-Correlated Engine
2025-10-05,Shanghai,0.6359,6,63.0,True,Weather-Correlated Engine
2025-10-05,Singapore,0.5943,5,58.8,True,Weather-Correlated Engine
2025-10-05,Rotterdam,0.5821,6,57.6,True,Weather-Correlated Engine
2025-10-05,Los Angeles,0.4889,3,48.4,True,Weather-Correlated Engine
2025-10-06,Shanghai,0.6369,6,63.1,True,Weather-Correlated Engine
2025-10-06,Singapore,0.585,5,57.9,True,Weather-Correlated Engine
2025-10-06,Rotterdam,0.5763,5,57.1,True,Weather-Correlated Engine
2025-10-06,Los Angeles,0.5196,5,51.4,True,Weather-Correlated Engine
2025-10-07,Shanghai,0.6104,7,60.4,True,Weather-Correlated Engine
2025-10-07,Singapore,0.5896,6,58.4,True,Weather-Correlated Engine
2025-10-07,Rotterdam,0.5614,4,55.6,True,Weather-Correlated Engine
2025-10-07,Los Angeles,0.525,6,52.0,True,Weather-Correlated Engine
2025-10-08,Shanghai,0.6045,4,59.8,True,Weather-Correlated Engine
2025-10-08,Singapore,0.5929,6,58.7,True,Weather-Correlated Engine
2025-10-08,Rotterdam,0.5428,5,53.7,True,Weather-Correlated Engine
2025-10-08,Los Angeles,0.5278,5,52.2,True,Weather-Correlated Engine
2025-10-09,Shanghai,0.6138,6,60.8,True,Weather-Correlated Engine
2025-10-09,Singapore,0.5728,4,56.7,True,Weather-Correlated Engine
2025-10-09,Rotterdam,0.5447,6,53.9,True,Weather-Correlated Engine
2025-10-09,Los Angeles,0.5253,5,52.0,True,Weather-Correlated Engine
2025-10-10,Shanghai,0.6049,5,59.9,True,Weather-Correlated Engine
2025-10-10,Singapore,0.6148,6,60.9,True,Weather-Correlated Engine
2025-10-10,Rotterdam,0.5402,6,53.5,True,Weather-Correlated Engine
2025-10-10,Los Angeles,0.516,6,51.1,True,Weather-Correlated Engine
2025-10-11,Shanghai,0.6025,4,59.7,True,Weather-Correlated Engine
2025-10-11,Singapore,0.6059,5,60.0,True,Weather-Correlated Engine
2025-10-11,Rotterdam,0.5434,4,53.8,True,Weather-Correlated Engine
2025-10-11,Los Angeles,0.5133,5,50.8,True,Weather-Correlated Engine
2025-10-12,Shanghai,0.6184,6,61.2,True,Weather-Correlated Engine
2025-10-12,Singapore,0.5738,6,56.8,True,Weather-Correlated Engine
2025-10-12,Rotterdam,0.5577,5,55.2,True,Weather-Correlated Engine
2025-10-12,Los Angeles,0.5006,3,49.6,True,Weather-Correlated Engine
2025-10-13,Shanghai,0.6143,7,60.8,True,Weather-Correlated Engine
2025-10-13,Singapore,0.6195,7,61.3,True,Weather-Correlated Engine
2025-10-13,Rotterdam,0.576,6,57.0,True,Weather-Correlated Engine
2025-10-13,Los Angeles,0.4897,4,48.5,True,Weather-Correlated Engine
2025-10-14,Shanghai,0.6331,6,62.7,True,Weather-Correlated Engine
2025-10-14,Singapore,0.5829,6,57.7,True,Weather-Correlated Engine
2025-10-14,Rotterdam,0.5462,4,54.1,True,Weather-Correlated Engine
2025-10-14,Los Angeles,0.4916,4,48.7,True,Weather-Correlated Engine
2025-10-15,Shanghai,0.6337,7,62.7,True,Weather-Correlated Engine
2025-10-15,Singapore,0.6079,6,60.2,True,Weather-Correlated Engine
2025-10-15,Rotterdam,0.5626,5,55.7,True,Weather-Correlated Engine
2025-10-15,Los Angeles,0.4942,3,48.9,True,Weather-Correlated Engine
2025-10-16,Shanghai,0.6275,5,62.1,True,Weather-Correlated Engine
2025-10-16,Singapore,0.5852,5,57.9,True,Weather-Correlated Engine
2025-10-16,Rotterdam,0.5488,6,54.3,True,Weather-Correlated Engine
2025-10-16,Los Angeles,0.5082,5,50.3,True,Weather-Correlated Engine
2025-10-17,Shanghai,0.6091,7,60.3,True,Weather-Correlated Engine
2025-10-17,Singapore,0.6019,6,59.6,True,Weather-Correlated Engine
2025-10-17,Rotterdam,0.5879,4,58.2,True,Weather-Correlated Engine
2025-10-17,Los Angeles,0.4941,4,48.9,True,Weather-Correlated Engine
2025-10-18,Shanghai,0.6074,6,60.1,True,Weather-Correlated Engine
2025-10-18,Singapore,0.5914,4,58.5,True,Weather-Correlated Engine
2025-10-18,Rotterdam,0.5853,6,57.9,True,Weather-Correlated Engine
2025-10-18,Los Angeles,0.4812,4,47.6,True,Weather-Correlated Engine
2025-10-19,Shanghai,0.6065,7,60.0,True,Weather-Correlated Engine
2025-10-19,Singapore,0.5703,4,56.5,True,Weather-Correlated Engine
2025-10-19,Rotterdam,0.546,5,54.0,True,Weather-Correlated Engine
2025-10-19,Los Angeles,0.526,4,52.1,True,Weather-Correlated Engine
2025-10-20,Shanghai,0.6232,7,61.7,True,Weather-Correlated Engine
2025-10-20,Singapore,0.5938,6,58.8,True,Weather-Correlated Engine
2025-10-20,Rotterdam,0.5886,4,58.3,True,Weather-Correlated Engine
2025-10-20,Los Angeles,0.494,3,48.9,True,Weather-Correlated Engine
2025-10-21,Shanghai,0.6449,5,63.8,True,Weather-Correlated Engine
2025-10-21,Singapore,0.6186,6,61.2,True,Weather-Correlated Engine
2025-10-21,Rotterdam,0.5782,4,57.2,True,Weather-Correlated Engine
2025-10-21,Los Angeles,0.4939,3,48.9,True,Weather-Correlated Engine
2025-10-22,Shanghai,0.6124,6,60.6,True,Weather-Correlated Engine
2025-10-22,Singapore,0.5758,6,57.0,True,Weather-Correlated Engine
2025-10-22,Rotterdam,0.5458,6,54.0,True,Weather-Correlated Engine
2025-10-22,Los Angeles,0.513,5,50.8,True,Weather-Correlated Engine
2025-10-23,Shanghai,0.6408,5,63.4,True,Weather-Correlated Engine
2025-10-23,Singapore,0.6015,5,59.6,True,Weather-Correlated Engine
2025-10-23,Rotterdam,0.5692,4,56.3,True,Weather-Correlated Engine
2025-10-23,Los Angeles,0.4975,5,49.3,True,Weather-Correlated Engine
2025-10-24,Shanghai,0.6397,5,63.3,True,Weather-Correlated Engine
2025-10-24,Singapore,0.5911,6,58.5,True,Weather-Correlated Engine
2025-10-24,Rotterdam,0.5705,4,56.5,True,Weather-Correlated Engine
2025-10-24,Los Angeles,0.5262,6,52.1,True,Weather-Correlated Engine
2025-10-25,Shanghai,0.6159,7,61.0,True,Weather-Correlated Engine
2025-10-25,Singapore,0.5921,6,58.6,True,Weather-Correlated Engine
2025-10-25,Rotterdam,0.5732,5,56.7,True,Weather-Correlated Engine
2025-10-25,Los Angeles,0.5271,6,52.2,True,Weather-Correlated Engine
2025-10-26,Shanghai,0.6445,5,63.8,True,Weather-Correlated Engine
2025-10-26,Singapore,0.6086,6,60.2,True,Weather-Correlated Engine
2025-10-26,Rotterdam,0.5428,4,53.7,True,Weather-Correlated Engine
2025-10-26,Los Angeles,0.5012,3,49.6,True,Weather-Correlated Engine
2025-10-27,Shanghai,0.6012,5,59.5,True,Weather-Correlated Engine
2025-10-27,Singapore,0.6094,7,60.3,True,Weather-Correlated Engine
2025-10-27,Rotterdam,0.5606,6,55.5,True,Weather-Correlated Engine
2025-10-27,Los Angeles,0.5038,4,49.9,True,Weather-Correlated Engine
2025-10-28,Shanghai,0.6174,5,61.1,True,Weather-Correlated Engine
2025-10-28,Singapore,0.6184,7,61.2,True,Weather-Correlated Engine
2025-10-28,Rotterdam,0.5504,4,54.5,True,Weather-Correlated Engine
2025-10-28,Los Angeles,0.5271,4,52.2,True,Weather-Correlated Engine
2025-10-29,Shanghai,0.6047,5,59.9,True,Weather-Correlated Engine
2025-10-29,Singapore,0.57,4,56.4,True,Weather-Correlated Engine
2025-10-29,Rotterdam,0.5464,4,54.1,True,Weather-Correlated Engine
2025-10-29,Los Angeles,0.4828,3,47.8,True,Weather-Correlated Engine
2025-10-30,Shanghai,0.6074,6,60.1,True,Weather-Correlated Engine
2025-10-30,Singapore,0.609,7,60.3,True,Weather-Correlated Engine
2025-10-30,Rotterdam,0.5585,4,55.3,True,Weather-Correlated Engine
2025-10-30,Los Angeles,0.5126,5,50.7,True,Weather-Correlated Engine
2025-10-31,Shanghai,0.6266,7,62.0,True,Weather-Correlated Engine
2025-10-31,Singapore,0.6061,5,60.0,True,Weather-Correlated Engine
2025-10-31,Rotterdam,0.5421,5,53.7,True,Weather-Correlated Engine
2025-10-31,Los Angeles,0.4987,4,49.4,True,Weather-Correlated Engine
2025-11-01,Shanghai,0.6087,6,60.3,True,Weather-Correlated Engine
2025-11-01,Singapore,0.578,6,57.2,True,Weather-Correlated Engine
2025-11-01,Rotterdam,0.5497,5,54.4,True,Weather-Correlated Engine
2025-11-01,Los Angeles,0.503,3,49.8,True,Weather-Correlated Engine
2025-11-02,Shanghai,0.6228,5,61.7,True,Weather-Correlated Engine
2025-11-02,Singapore,0.5761,5,57.0,True,Weather-Correlated Engine
2025-11-02,Rotterdam,0.5654,4,56.0,True,Weather-Correlated Engine
2025-11-02,Los Angeles,0.4911,3,48.6,True,Weather-Correlated Engine
2025-11-03,Shanghai,0.6108,5,60.5,True,Weather-Correlated Engine
2025-11-03,Singapore,0.607,5,60.1,True,Weather-Correlated Engine
2025-11-03,Rotterdam,0.5562,5,55.1,True,Weather-Correlated Engine
2025-11-03,Los Angeles,0.5238,4,51.9,True,Weather-Correlated Engine
2025-11-04,Shanghai,0.6182,5,61.2,True,Weather-Correlated Engine
2025-11-04,Singapore,0.6151,6,60.9,True,Weather-Correlated Engine
2025-11-04,Rotterdam,0.5428,5,53.7,True,Weather-Correlated Engine
2025-11-04,Los Angeles,0.5155,5,51.0,True,Weather-Correlated Engine
2025-11-05,Shanghai,0.6324,6,62.6,True,Weather-Correlated Engine
2025-11-05,Singapore,0.6151,5,60.9,True,Weather-Correlated Engine
2025-11-05,Rotterdam,0.5421,6,53.7,True,Weather-Correlated Engine
2025-11-05,Los Angeles,0.4863,5,48.1,True,Weather-Correlated Engine
2025-11-06,Shanghai,0.6378,5,63.1,True,Weather-Correlated Engine
2025-11-06,Singapore,0.5902,5,58.4,True,Weather-Correlated Engine
2025-11-06,Rotterdam,0.5882,6,58.2,True,Weather-Correlated Engine
2025-11-06,Los Angeles,0.4867,4,48.2,True,Weather-Correlated Engine
2025-11-07,Shanghai,0.6001,6,59.4,True,Weather-Correlated Engine
2025-11-07,Singapore,0.6198,5,61.4,True,Weather-Correlated Engine
2025-11-07,Rotterdam,0.5759,6,57.0,True,Weather-Correlated Engine
2025-11-07,Los Angeles,0.4844,4,48.0,True,Weather-Correlated Engine
2025-11-08,Shanghai,0.6375,6,63.1,True,Weather-Correlated Engine
2025-11-08,Singapore,0.6031,5,59.7,True,Weather-Correlated Engine
2025-11-08,Rotterdam,0.5581,4,55.2,True,Weather-Correlated Engine
2025-11-08,Los Angeles,0.5029,3,49.8,True,Weather-Correlated Engine
2025-11-09,Shanghai,0.6199,5,61.4,True,Weather-Correlated Engine
2025-11-09,Singapore,0.6131,5,60.7,True,Weather-Correlated Engine
2025-11-09,Rotterdam,0.5584,5,55.3,True,Weather-Correlated Engine
2025-11-09,Los Angeles,0.5013,5,49.6,True,Weather-Correlated Engine
2025-11-10,Shanghai,0.6354,6,62.9,True,Weather-Correlated Engine
2025-11-10,Singapore,0.591,5,58.5,True,Weather-Correlated Engine
2025-11-10,Rotterdam,0.5471,5,54.2,True,Weather-Correlated Engine
2025-11-10,Los Angeles,0.5154,6,51.0,True,Weather-Correlated Engine
2025-11-11,Shanghai,0.6372,6,63.1,True,Weather-Correlated Engine
2025-11-11,Singapore,0.5871,6,58.1,True,Weather-Correlated Engine
2025-11-11,Rotterdam,0.5808,4,57.5,True,Weather-Correlated Engine
2025-11-11,Los Angeles,0.5248,4,52.0,True,Weather-Correlated Engine
2025-11-12,Shanghai,0.6062,5,60.0,True,Weather-Correlated Engine
2025-11-12,Singapore,0.5828,5,57.7,True,Weather-Correlated Engine
2025-11-12,Rotterdam,0.542,6,53.7,True,Weather-Correlated Engine
2025-11-12,Los Angeles,0.5196,5,51.4,True,Weather-Correlated Engine
2025-11-13,Shanghai,0.6269,5,62.1,True,Weather-Correlated Engine
2025-11-13,Singapore,0.5776,5,57.2,True,Weather-Correlated Engine
2025-11-13,Rotterdam,0.5887,4,58.3,True,Weather-Correlated Engine
2025-11-13,Los Angeles,0.4877,4,48.3,True,Weather-Correlated Engine
2025-11-14,Shanghai,0.6151,7,60.9,True,Weather-Correlated Engine
2025-11-14,Singapore,0.589,6,58.3,True,Weather-Correlated Engine
2025-11-14,Rotterdam,0.5778,4,57.2,True,Weather-Correlated Engine
2025-11-14,Los Angeles,0.4934,4,48.9,True,Weather-Correlated Engine
2025-11-15,Shanghai,0.6109,7,60.5,True,Weather-Correlated Engine
2025-11-15,Singapore,0.5797,6,57.4,True,Weather-Correlated Engine
2025-11-15,Rotterdam,0.5501,5,54.5,True,Weather-Correlated Engine
2025-11-15,Los Angeles,0.5087,4,50.4,True,Weather-Correlated Engine
2025-11-16,Shanghai,0.6251,5,61.9,True,Weather-Correlated Engine
2025-11-16,Singapore,0.5898,6,58.4,True,Weather-Correlated Engine
2025-11-16,Rotterdam,0.5487,6,54.3,True,Weather-Correlated Engine
2025-11-16,Los Angeles,0.5241,4,51.9,True,Weather-Correlated Engine
2025-11-17,Shanghai,0.62,6,61.4,True,Weather-Correlated Engine
2025-11-17,Singapore,0.5741,4,56.8,True,Weather-Correlated Engine
2025-11-17,Rotterdam,0.577,6,57.1,True,Weather-Correlated Engine
2025-11-17,Los Angeles,0.5109,4,50.6,True,Weather-Correlated Engine
2025-11-18,Shanghai,0.6476,5,64.1,True,Weather-Correlated Engine
2025-11-18,Singapore,0.5772,4,57.1,True,Weather-Correlated Engine
2025-11-18,Rotterdam,0.5601,6,55.5,True,Weather-Correlated Engine
2025-11-18,Los Angeles,0.5039,3,49.9,True,Weather-Correlated Engine
2025-11-19,Shanghai,0.6023,6,59.6,True,Weather-Correlated Engine
2025-11-19,Singapore,0.575,4,56.9,True,Weather-Correlated Engine
2025-11-19,Rotterdam,0.5842,6,57.8,True,Weather-Correlated Engine
2025-11-19,Los Angeles,0.4802,4,47.5,True,Weather-Correlated Engine
2025-11-20,Shanghai,0.6234,6,61.7,True,Weather-Correlated Engine
2025-11-20,Singapore,0.6075,6,60.1,True,Weather-Correlated Engine
2025-11-20,Rotterdam,0.5879,5,58.2,True,Weather-Correlated Engine
2025-11-20,Los Angeles,0.5227,6,51.7,True,Weather-Correlated Engine
2025-11-21,Shanghai,0.624,6,61.8,True,Weather-Correlated Engine
2025-11-21,Singapore,0.6056,4,60.0,True,Weather-Correlated Engine
2025-11-21,Rotterdam,0.5655,4,56.0,True,Weather-Correlated Engine
2025-11-21,Los Angeles,0.5063,4,50.1,True,Weather-Correlated Engine
2025-11-22,Shanghai,0.6381,6,63.2,True,Weather-Correlated Engine
2025-11-22,Singapore,0.6055,5,59.9,True,Weather-Correlated Engine
2025-11-22,Rotterdam,0.577,6,57.1,True,Weather-Correlated Engine
2025-11-22,Los Angeles,0.481,3,47.6,True,Weather-Correlated Engine
2025-11-23,Shanghai,0.646,7,64.0,True,Weather-Correlated Engine
2025-11-23,Singapore,0.6122,6,60.6,True,Weather-Correlated Engine
2025-11-23,Rotterdam,0.549,5,54.4,True,Weather-Correlated Engine
2025-11-23,Los Angeles,0.5181,4,51.3,True,Weather-Correlated Engine
2025-11-24,Shanghai,0.6247,6,61.8,True,Weather-Correlated Engine
2025-11-24,Singapore,0.6196,7,61.3,True,Weather-Correlated Engine
2025-11-24,Rotterdam,0.5824,5,57.7,True,Weather-Correlated Engine
2025-11-24,Los Angeles,0.5208,5,51.6,True,Weather-Correlated Engine
2025-11-25,Shanghai,0.625,7,61.9,True,Weather-Correlated Engine
2025-11-25,Singapore,0.5812,5,57.5,True,Weather-Correlated Engine
2025-11-25,Rotterdam,0.5858,4,58.0,True,Weather-Correlated Engine
2025-11-25,Los Angeles,0.4946,5,49.0,True,Weather-Correlated Engine
2025-11-26,Shanghai,0.6273,7,62.1,True,Weather-Correlated Engine
2025-11-26,Singapore,0.6173,5,61.1,True,Weather-Correlated Engine
2025-11-26,Rotterdam,0.5893,5,58.3,True,Weather-Correlated Engine
2025-11-26,Los Angeles,0.5205,6,51.5,True,Weather-Correlated Engine
2025-11-27,Shanghai,0.6117,5,60.6,True,Weather-Correlated Engine
2025-11-27,Singapore,0.6055,6,59.9,True,Weather-Correlated Engine
2025-11-27,Rotterdam,0.5731,4,56.7,True,Weather-Correlated Engine
2025-11-27,Los Angeles,0.4809,4,47.6,True,Weather-Correlated Engine
2025-11-28,Shanghai,0.6213,5,61.5,True,Weather-Correlated Engine
2025-11-28,Singapore,0.5857,5,58.0,True,Weather-Correlated Engine
2025-11-28,Rotterdam,0.5536,4,54.8,True,Weather-Correlated Engine
2025-11-28,Los Angeles,0.4927,3,48.8,True,Weather-Correlated Engine
2025-11-29,Shanghai,0.6263,7,62.0,True,Weather-Correlated Engine
2025-11-29,Singapore,0.597,6,59.1,True,Weather-Correlated Engine
2025-11-29,Rotterdam,0.5626,5,55.7,True,Weather-Correlated Engine
2025-11-29,Los Angeles,0.4815,3,47.7,True,Weather-Correlated Engine
2025-11-30,Shanghai,0.63,6,62.4,True,Weather-Correlated Engine
2025-11-30,Singapore,0.6116,6,60.5,True,Weather-Correlated Engine
2025-11-30,Rotterdam,0.5622,6,55.7,True,Weather-Correlated Engine
2025-11-30,Los Angeles,0.4898,5,48.5,True,Weather-Correlated Engine
2025-12-01,Shanghai,0.6221,7,61.6,True,Weather-Correlated Engine
2025-12-01,Singapore,0.6113,7,60.5,True,Weather-Correlated Engine
2025-12-01,Rotterdam,0.5713,6,56.6,True,Weather-Correlated Engine
2025-12-01,Los Angeles,0.5184,6,51.3,True,Weather-Correlated Engine
2025-12-02,Shanghai,0.6338,7,62.8,True,Weather-Correlated Engine
2025-12-02,Singapore,0.5962,6,59.0,True,Weather-Correlated Engine
2025-12-02,Rotterdam,0.576,4,57.0,True,Weather-Correlated Engine
2025-12-02,Los Angeles,0.5208,4,51.6,True,Weather-Correlated Engine
2025-12-03,Shanghai,0.6081,7,60.2,True,Weather-Correlated Engine
2025-12-03,Singapore,0.6186,5,61.2,True,Weather-Correlated Engine
2025-12-03,Rotterdam,0.5556,6,55.0,True,Weather-Correlated Engine
2025-12-03,Los Angeles,0.5178,4,51.3,True,Weather-Correlated Engine
2025-12-04,Shanghai,0.6433,6,63.7,True,Weather-Correlated Engine
2025-12-04,Singapore,0.5945,4,58.9,True,Weather-Correlated Engine
2025-12-04,Rotterdam,0.5485,4,54.3,True,Weather-Correlated Engine
2025-12-04,Los Angeles,0.4837,4,47.9,True,Weather-Correlated Engine
2025-12-05,Shanghai,0.6154,6,60.9,True,Weather-Correlated Engine
2025-12-05,Singapore,0.5987,5,59.3,True,Weather-Correlated Engine
2025-12-05,Rotterdam,0.5762,4,57.0,True,Weather-Correlated Engine
2025-12-05,Los Angeles,0.5155,5,51.0,True,Weather-Correlated Engine
2025-12-06,Shanghai,0.6459,5,63.9,True,Weather-Correlated Engine
2025-12-06,Singapore,0.6069,7,60.1,True,Weather-Correlated Engine
2025-12-06,Rotterdam,0.5603,5,55.5,True,Weather-Correlated Engine
2025-12-06,Los Angeles,0.5086,5,50.3,True,Weather-Correlated Engine
2025-12-07,Shanghai,0.607,5,60.1,True,Weather-Correlated Engine
2025-12-07,Singapore,0.5842,6,57.8,True,Weather-Correlated Engine
2025-12-07,Rotterdam,0.5706,4,56.5,True,Weather-Correlated Engine
2025-12-07,Los Angeles,0.4959,4,49.1,True,Weather-Correlated Engine
2025-12-08,Shanghai,0.6259,5,62.0,True,Weather-Correlated Engine
2025-12-08,Singapore,0.5786,6,57.3,True,Weather-Correlated Engine
2025-12-08,Rotterdam,0.5546,4,54.9,True,Weather-Correlated Engine
2025-12-08,Los Angeles,0.4912,3,48.6,True,Weather-Correlated Engine
2025-12-09,Shanghai,0.6389,7,63.3,True,Weather-Correlated Engine
2025-12-09,Singapore,0.6159,6,61.0,True,Weather-Correlated Engine
2025-12-09,Rotterdam,0.5775,5,57.2,True,Weather-Correlated Engine
2025-12-09,Los Angeles,0.4978,3,49.3,True,Weather-Correlated Engine
2025-12-10,Shanghai,0.6021,5,59.6,True,Weather-Correlated Engine
2025-12-10,Singapore,0.5807,6,57.5,True,Weather-Correlated Engine
2025-12-10,Rotterdam,0.5641,5,55.8,True,Weather-Correlated Engine
2025-12-10,Los Angeles,0.5125,5,50.7,True,Weather-Correlated Engine
2025-12-11,Shanghai,0.6259,7,62.0,True,Weather-Correlated Engine
2025-12-11,Singapore,0.5995,5,59.4,True,Weather-Correlated Engine
2025-12-11,Rotterdam,0.5703,5,56.5,True,Weather-Correlated Engine
2025-12-11,Los Angeles,0.5245,4,51.9,True,Weather-Correlated Engine
2025-12-12,Shanghai,0.6133,7,60.7,True,Weather-Correlated Engine
2025-12-12,Singapore,0.5825,4,57.7,True,Weather-Correlated Engine
2025-12-12,Rotterdam,0.5792,6,57.3,True,Weather-Correlated Engine
2025-12-12,Los Angeles,0.5146,6,50.9,True,Weather-Correlated Engine
2025-12-13,Shanghai,0.6372,5,63.1,True,Weather-Correlated Engine
2025-12-13,Singapore,0.5823,5,57.6,True,Weather-Correlated Engine
2025-12-13,Rotterdam,0.5614,6,55.6,True,Weather-Correlated Engine
2025-12-13,Los Angeles,0.5271,4,52.2,True,Weather-Correlated Engine
2025-12-14,Shanghai,0.6108,6,60.5,True,Weather-Correlated Engine
2025-12-14,Singapore,0.5804,5,57.5,True,Weather-Correlated Engine
2025-12-14,Rotterdam,0.5453,5,54.0,True,Weather-Correlated Engine
2025-12-14,Los Angeles,0.5141,6,50.9,True,Weather-Correlated Engine
2025-12-15,Shanghai,0.6145,7,60.8,True,Weather-Correlated Engine
2025-12-15,Singapore,0.5976,5,59.2,True,Weather-Correlated Engine
2025-12-15,Rotterdam,0.5413,6,53.6,True,Weather-Correlated Engine
2025-12-15,Los Angeles,0.5281,4,52.3,True,Weather-Correlated Engine
2025-12-16,Shanghai,0.6125,6,60.6,True,Weather-Correlated Engine
2025-12-16,Singapore,0.5853,6,57.9,True,Weather-Correlated Engine
2025-12-16,Rotterdam,0.5836,4,57.8,True,Weather-Correlated Engine
